Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2001,2001,%,22.08,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2002,2002,%,22.13,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2003,2003,%,22.17,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2004,2004,%,22.22,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2005,2005,%,22.27,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2006,2006,%,22.31,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2007,2007,%,22.36,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2008,2008,%,22.4,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2009,2009,%,22.45,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2010,2010,%,22.5,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2011,2011,%,22.51,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2012,2012,%,22.53,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2013,2013,%,22.54,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2014,2014,%,22.55,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2015,2015,%,22.57,Fc,Calculated data
EL,Land use indicators,255,Belgium,7209,Share in Land area,6646,Forest land,2016,2016,%,22.58,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1961,1961,%,55.18,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1962,1962,%,55.33,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1963,1963,%,53.99,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1964,1964,%,53.66,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1965,1965,%,53.56,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1966,1966,%,53.47,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1967,1967,%,53.56,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1968,1968,%,53.38,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1969,1969,%,53.72,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1970,1970,%,53.72,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1971,1971,%,53.5,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1972,1972,%,53.26,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1973,1973,%,53.72,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1974,1974,%,54.88,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1975,1975,%,54.57,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1976,1976,%,54.27,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1977,1977,%,53.87,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1978,1978,%,54.11,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1979,1979,%,51.46,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1980,1980,%,44.82,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1981,1981,%,44.49,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1982,1982,%,46.65,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1983,1983,%,46.56,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1984,1984,%,46.44,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1985,1985,%,46.19,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1986,1986,%,46.01,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1987,1987,%,42.75,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1988,1988,%,45.58,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1989,1989,%,44.67,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1990,1990,%,43.97,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1991,1991,%,43.36,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1992,1992,%,44.82,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1993,1993,%,45.19,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1994,1994,%,45.46,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1995,1995,%,45.55,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1996,1996,%,45.73,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1997,1997,%,46.01,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1998,1998,%,46.25,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6610,Agricultural land,1999,1999,%,46.34,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6646,Forest land,1990,1990,%,23.25,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6646,Forest land,1991,1991,%,23.23,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6646,Forest land,1992,1992,%,23.2,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6646,Forest land,1993,1993,%,23.17,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6646,Forest land,1994,1994,%,23.14,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6646,Forest land,1995,1995,%,23.11,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6646,Forest land,1996,1996,%,23.09,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6646,Forest land,1997,1997,%,23.06,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6646,Forest land,1998,1998,%,23.03,Fc,Calculated data
EL,Land use indicators,15,Belgium-Luxembourg,7209,Share in Land area,6646,Forest land,1999,1999,%,23,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1961,1961,%,3.46,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1962,1962,%,3.46,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1963,1963,%,3.51,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1964,1964,%,3.51,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1965,1965,%,3.51,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1966,1966,%,3.55,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1967,1967,%,3.55,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1968,1968,%,3.55,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1969,1969,%,3.59,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1970,1970,%,3.59,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1971,1971,%,3.64,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1972,1972,%,3.64,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1973,1973,%,3.68,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1974,1974,%,3.68,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1975,1975,%,3.73,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1976,1976,%,3.73,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1977,1977,%,3.77,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1978,1978,%,4.08,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1979,1979,%,4.12,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1980,1980,%,4.21,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1981,1981,%,4.25,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1982,1982,%,4.25,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1983,1983,%,4.25,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1984,1984,%,4.25,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1985,1985,%,4.43,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1986,1986,%,4.52,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1987,1987,%,4.91,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1988,1988,%,5.04,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1989,1989,%,5.26,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1990,1990,%,5.52,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1991,1991,%,5.7,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1992,1992,%,5.96,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1993,1993,%,6.27,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1994,1994,%,6.27,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1995,1995,%,6.4,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1996,1996,%,6.44,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1997,1997,%,6.49,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1998,1998,%,6.49,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,1999,1999,%,6.58,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2000,2000,%,6.53,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2001,2001,%,6.53,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2002,2002,%,6.66,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2003,2003,%,6.66,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2004,2004,%,6.66,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2005,2005,%,6.66,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2006,2006,%,6.66,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2007,2007,%,6.66,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2008,2008,%,6.66,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2009,2009,%,6.8,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2010,2010,%,6.88,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2011,2011,%,6.88,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2012,2012,%,7.01,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2013,2013,%,7.01,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2014,2014,%,7.01,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2015,2015,%,7.01,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6610,Agricultural land,2016,2016,%,7.01,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,1990,1990,%,70.85,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,1991,1991,%,70.16,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,1992,1992,%,69.47,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,1993,1993,%,68.79,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,1994,1994,%,68.1,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,1995,1995,%,67.41,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,1996,1996,%,66.72,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,1997,1997,%,66.04,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,1998,1998,%,65.35,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,1999,1999,%,64.66,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2000,2000,%,63.98,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2001,2001,%,63.6,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2002,2002,%,63.23,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2003,2003,%,62.85,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2004,2004,%,62.48,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2005,2005,%,62.1,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2006,2006,%,61.88,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2007,2007,%,61.66,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2008,2008,%,61.44,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2009,2009,%,61.22,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2010,2010,%,61,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2011,2011,%,60.78,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2012,2012,%,60.56,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2013,2013,%,60.34,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2014,2014,%,60.12,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2015,2015,%,59.9,Fc,Calculated data
EL,Land use indicators,23,Belize,7209,Share in Land area,6646,Forest land,2016,2016,%,59.68,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1961,1961,%,12.79,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1962,1962,%,12.97,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1963,1963,%,13.14,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1964,1964,%,13.32,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1965,1965,%,13.5,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1966,1966,%,13.76,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1967,1967,%,14.12,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1968,1968,%,14.38,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1969,1969,%,15.14,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1970,1970,%,15.32,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1971,1971,%,15.76,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1972,1972,%,16.03,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1973,1973,%,16.2,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1974,1974,%,16.47,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1975,1975,%,16.82,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1976,1976,%,17.09,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1977,1977,%,17.36,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1978,1978,%,17.53,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1979,1979,%,17.71,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1980,1980,%,17.98,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1981,1981,%,18.24,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1982,1982,%,18.53,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1983,1983,%,18.62,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1984,1984,%,18.71,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1985,1985,%,18.89,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1986,1986,%,19.42,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1987,1987,%,19.51,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1988,1988,%,19.6,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1989,1989,%,19.69,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1990,1990,%,20.13,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1991,1991,%,20.22,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1992,1992,%,20.35,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1993,1993,%,20.57,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1994,1994,%,21.28,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1995,1995,%,22.35,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1996,1996,%,24.03,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1997,1997,%,25.63,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1998,1998,%,27.05,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,1999,1999,%,27.58,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2000,2000,%,28.33,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2001,2001,%,28.96,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2002,2002,%,29.84,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2003,2003,%,30.75,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2004,2004,%,31.63,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2005,2005,%,31.22,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2006,2006,%,29.58,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2007,2007,%,29.62,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2008,2008,%,30.55,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2009,2009,%,29.71,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2010,2010,%,30.51,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2011,2011,%,31.31,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2012,2012,%,32.81,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2013,2013,%,33.26,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2014,2014,%,33.26,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2015,2015,%,33.26,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6610,Agricultural land,2016,2016,%,33.26,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,1990,1990,%,51.09,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,1991,1991,%,50.47,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,1992,1992,%,49.85,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,1993,1993,%,49.23,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,1994,1994,%,48.61,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,1995,1995,%,47.99,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,1996,1996,%,47.37,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,1997,1997,%,46.75,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,1998,1998,%,46.12,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,1999,1999,%,45.5,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2000,2000,%,44.88,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2001,2001,%,44.44,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2002,2002,%,44,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2003,2003,%,43.55,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2004,2004,%,43.11,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2005,2005,%,42.67,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2006,2006,%,42.22,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2007,2007,%,41.78,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2008,2008,%,41.34,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2009,2009,%,40.89,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2010,2010,%,40.45,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2011,2011,%,40.01,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2012,2012,%,39.56,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2013,2013,%,39.12,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2014,2014,%,38.68,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2015,2015,%,38.23,Fc,Calculated data
EL,Land use indicators,53,Benin,7209,Share in Land area,6646,Forest land,2016,2016,%,37.79,Fc,Calculated data
EL,Land use indicators,17,Bermuda,7209,Share in Land area,6610,Agricultural land,1961,1961,%,7.41,Fc,Calculated data
EL,Land use indicators,17,Bermuda,7209,Share in Land area,6610,Agricultural land,1962,1962,%,5.56,Fc,Calculated data
EL,Land use indicators,17,Bermuda,7209,Share in Land area,6610,Agricultural land,1963,1963,%,5.56,Fc,Calculated data
EL,Land use indicators,17,Bermuda,7209,Share in Land area,6610,Agricultural land,1964,1964,%,7.41,Fc,Calculated data
EL,Land use indicators,17,Bermuda,7209,Share in Land area,6610,Agricultural land,1965,1965,%,7.41,Fc,Calculated data
